source,suspicion_score,confidence_tier,n_supporting_sources,wallet,condition_id,market_question,size_usd_approx,direction,outcome_resolved,onchain_flags_count,onchain_wallet_concentration,onchain_size_percentile,onchain_win_aligned,flags,ts_lower,ts_upper,evidence_urls
onchain,1.0,,1,0x1341dc112f020a2f54cef22ed2d9399a54c32348,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,221842.947473,BUY,,6,1.0,99.82311320754717,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x975be0173dbbc98c457dedd6f5dacec77e852d5f,0x3f816d82200f0198e72df1175e21d9f757e274307a5f93d075e3c14c7f9a4377,Will the Toronto Maple Leafs win the 2025 Stanley Cup?,11266.709518,BUY,,6,1.0,98.75,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x42aaca2449adeda11640ab52bb65e905b542e456,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,12879.01388,BUY,,6,1.0,94.63443396226415,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x606bcdfc814f17429d627f525beefb404a75d67a,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,70026.38380000001,BUY,,6,1.0,99.1745283018868,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x9312b8c4748a5387858d7e19feca87b83b31a285,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,13176.58209,BUY,,6,1.0,94.87028301886792,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x91c702f141502ecf64a18dd8b4fb07037b6a28cc,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,34929.99999999999,BUY,,6,1.0,97.75943396226415,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xac7377eddbdb644054ed43e8bc96c3385476621e,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,12423.6533,BUY,,6,1.0,94.5754716981132,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x3f7aee8f1fafcd873343105b24f83f3f98a9248e,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,12385.364500000003,BUY,,6,0.9959407662262101,98.02073515551368,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x922544e53385d4940e81202f2837f5edc3fc9a5b,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,37325.200000000004,BUY,,6,1.0,97.99528301886792,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xf3a618aa325b4e7c96bcf22a800635d66ba10b94,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,50000.0,BUY,,6,1.0,98.52594339622641,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xb20ac3fbbe4f24a70186f498ebe70e232ffed09d,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,29338.391580999996,BUY,,6,1.0,99.62299717247879,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xaf385a0ebd6f3b6cbb7eac15af99f56dcd30a59b,0xaba61ca5b2f03bb34d371d41d54e7d168e8e5c9816b77d3f850eb20ed0bdeeb8,Georgia vs. Auburn,12691.041121999999,BUY,,6,0.9973392997489727,94.06528189910979,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,0.9500000000000001,,1,0x826236868748422802be6466ec5e82ed0dc12ea2,0x459d9f12c1f50ac6ca7ac5c2754c3be37ce090a16bbf5697d571889c29512ef2,Nets vs. Grizzlies,23318.165999999997,BUY,,5,1.0,98.7878787878788,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x3a07bba64558f25e75c16954ade8d01262931a2b,0xd7b8ae2d59a6856178ba1670f0469f388f47f317845c7d39d5711ecb0401c7a8,"Will the price of Bitcoin be between $84,000 and $86,000 on January 12?",22000.0,BUY,,5,1.0,99.65635738831615,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x570ff2752bf80ffdf6a251a2114e08fd95de58c6,0x3fcce34e0798f68de7e20b17cc4599a03903c7fbe79a1ab9813afd7268a90007,Brighton & Hove Albion FC vs. AFC Bournemouth: Both Teams to Score,36430.0,BUY,,5,0.9999046426376764,100.0,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x7726ed609cb699db55e463fed0df267073be4627,0xd598bf8cff22620f164a550e212a51f153a56eabde5035e771a5bd3ff0692cb4,Bulls vs. Thunder: O/U 238.5,12609.777109,BUY,,5,1.0,97.61904761904762,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x0d16999d6ba24c2c2c8bff93f91014cc43fad24d,0x459d9f12c1f50ac6ca7ac5c2754c3be37ce090a16bbf5697d571889c29512ef2,Nets vs. Grizzlies,167633.28499400005,BUY,,5,1.0,99.94490358126723,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xf6eb1259f85e9ff7ec5ec2a464df8e077ecbdcf1,0x459d9f12c1f50ac6ca7ac5c2754c3be37ce090a16bbf5697d571889c29512ef2,Nets vs. Grizzlies,14700.0,BUY,,5,1.0,97.96143250688705,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x7671deab19823bf122b81e1060c553b4c33e7244,0x40474351e14321eacdbe4f102638f69787d352f841e35ebaa17b85d166ca713a,LoL: Top Esports vs Team WE (BO5) - LPL Playoffs,76632.13081999999,BUY,,5,1.0,99.67320261437908,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xf5aba37909115b7793fb64b053817fef05870fe6,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,11799.987394000005,BUY,,5,1.0,97.29857819905213,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x1bdd0465aeb11a771950c8d44c71b60f600d23dc,0x40474351e14321eacdbe4f102638f69787d352f841e35ebaa17b85d166ca713a,LoL: Top Esports vs Team WE (BO5) - LPL Playoffs,15000.0,BUY,,5,1.0,98.5838779956427,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x6c743aafd813475986dcd930f380a1f50901bd4e,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,44972.424,BUY,,5,1.0,98.86255924170617,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xc913d5ecc878c170999fd3d99c9970c417e9488b,0x72c212251cad9e61431d5f49d4054da2690684dbc194a27ada50e56aeb774591,"Bitcoin Up or Down - February 3, 6:45AM-7:00AM ET",10113.966819,BUY,,5,1.0,99.59555106167846,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xab44908596030eb6c70b93fcc9373d94272ad88e,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,41328.326833000014,BUY,,5,1.0,98.72037914691944,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x9412d131e0916542be4ea94ef1a9b23ed72eb9eb,0x0635f05f9862c57d028ed16edb2825476cc181954a22e0a92ae60500b641d2ac,Credit One Charleston Open: Dayana Yastremska vs Belinda Bencic,16981.881667999998,BUY,,5,1.0,98.3177570093458,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x7837374fe2dbe8a9a4ef3d60530c63b75db440f1,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,12658.58065,BUY,,5,1.0,97.53554502369668,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x88b9f63b319064a8ce5aa316e5fa51c575830fc9,0xced2010bea8ce0af4c7ed6db580c85adc7cccb82f6f1099c9f28fdf4182614e9,LoL: French Flair vs BK ROG Esports (BO1) - LFL Invitational Super Group,12944.274649000003,BUY,,5,1.0,99.2248062015504,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x6fbde2f02e542ea3c1db20bf6e45c9a09272b8d3,0x616761fb0ccdac2cc31e8a163887fa1bca1afd0059afa1c7ccb175835f9eb195,Timberwolves vs. Bucks,20000.0,BUY,,5,0.9863214443741976,98.95783988630981,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x1bc0d88ca86b9049cf05d642e634836d5ddf4429,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,327078.0998060002,BUY,,5,1.0,99.85781990521328,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x0d1d2ecc36017fc48ddde325bbeb0394a53aeb2e,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,11881.763799000002,BUY,,5,1.0,97.34597156398104,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xdc4f08727c65afc4731b75cf1ed265666b7b4652,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,14473.661423000001,BUY,,5,1.0,97.91469194312796,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x4d3079bd4c73bc0e8f7d9f64a9f64fadbd17a42d,0xa3130e0d0009e4c15b95d12e7a128c7db237ff1f7878b86e088b89170efad8f4,RCD Mallorca vs. Rayo Vallecano de Madrid: O/U 2.5,78846.22836799998,BUY,,5,1.0,99.75728155339806,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xe8fd62f49413b339d6c9572030dff9afa28ef420,0x41acd40c6ade9b403d019d1a7cb67b8b32687d53d6f8173ca289909220c1930e,OpenAI browser by October 24?,31303.055,BUY,,5,1.0,98.06763285024155,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xc31d0a0d63d760d72a1236d16beaa6a71c854ebe,0xf864be59770c524d834101dee02d8a6a47cbb4e3d7cfa77e5bdccc851cf30d53,Spread: Navy Midshipmen (-10.5),167976.514338,BUY,,5,1.0,96.73913043478261,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x4d3d4e0dbc59cafa6e4dc636733aa57ad429ac3e,0x68b858906726fc29e5f16466adb8b9b1de66c4e8d9ea28db008dfe61f95827ca,"Bitcoin Up or Down - December 14, 7:00AM-7:15AM ET",14488.999621000006,BUY,,5,1.0,99.88344988344988,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xa84bdfe6ffa8bc7dd21b5c412258062e7b765055,0x8ca4d7a63640411b61740360a140cebbd38da5db6088e7970558668c9e51f1b1,Lions vs. Colts,43091.502743,BUY,,5,0.9363278014196494,99.79123173277662,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x8aa6b4e692d21fada0666004636164b1c8ee2b46,0x2b53e491afb15d9d25fdff255bc8f88f7d76da192d6a7d2d5569379997e173b7,"Ethereum Up or Down - February 6, 7PM ET",32550.000000000004,BUY,,5,0.999384245316779,100.0,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x65e4246d770fd503ea97caa47e84db7fb5aba3bd,0x2365ff94245567b5a3fe75163be4c944e20ae20fe4127efd11240a1909fe5bf8,Yankees vs. Mets,52758.647099999995,BUY,,5,1.0,99.59016393442623,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x2cb0845f6a4900fbac0199bd6bae82daeab2d8b6,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,64486.862011,BUY,,5,1.0,99.76199920666402,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x183d846b96510f1987db52648545317427d91270,0x72c212251cad9e61431d5f49d4054da2690684dbc194a27ada50e56aeb774591,"Bitcoin Up or Down - February 3, 6:45AM-7:00AM ET",50556.74920399999,BUY,,5,0.8583318117934194,99.94944388270982,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xdfafd14f51d8f163a2df19144275233dc598aeb4,0x7d53d12e1771ecfe5bd8c7685e097dcdaabeaa3e84f3002792d64e59237f33c3,Will Alphabet be the second-largest company in the world by market cap on February 28?,21491.541999999998,BUY,,5,1.0,99.78213507625271,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x1d56cdc458f373847e1e5ee31090c76abb747486,0x459d9f12c1f50ac6ca7ac5c2754c3be37ce090a16bbf5697d571889c29512ef2,Nets vs. Grizzlies,10000.0,BUY,,5,0.9784735812133074,97.35537190082646,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x5c9b786ddace96d35f9054cfd546c9e1ff0c6611,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,10385.961127,BUY,,5,1.0,97.85799285997619,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x4c814578c17f53118b312165873059a463a0fce3,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,59050.413915,BUY,,5,1.0,99.6033320111067,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xe8d78397160e13edc306a63b1d88c9c1f3dd1252,0x40474351e14321eacdbe4f102638f69787d352f841e35ebaa17b85d166ca713a,LoL: Top Esports vs Team WE (BO5) - LPL Playoffs,45554.379143,BUY,,5,1.0,99.34640522875817,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x2a94beb8963da0393e8720e16bf3cd0b83db0dc6,0xf908339ff27e117dd93e918a5112157a490026cd3ccb374416be82b7b18c0752,"Bitcoin Up or Down - April 1, 9:20AM-9:25AM ET",14929.081292999997,BUY,,5,1.0,99.94469026548673,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xa9878e59934ab507f9039bcb917c1bae0451141d,0xa84414bb974f9f7a1ce7d4f70c293ae5aed95b54224447d11d48fb46712808fc,Ravens vs. Chiefs,231416.9913600001,BUY,,5,0.8586045414708549,99.2,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x70bbae8501e8f346168c06c32e9f7d42afc1b180,0xa84414bb974f9f7a1ce7d4f70c293ae5aed95b54224447d11d48fb46712808fc,Ravens vs. Chiefs,751538.98472,BUY,,5,1.0,99.77142857142857,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x2ae13f620a77ed77338a6899dd3260253f69c13e,0xa84414bb974f9f7a1ce7d4f70c293ae5aed95b54224447d11d48fb46712808fc,Ravens vs. Chiefs,20176.63289,BUY,,5,1.0,96.68571428571428,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x842dabdbf420acea760af817fe7c85a249179d4d,0x16bc00cb91894e4ee1e198d5e223f3b9fe2755c8c0087a8fcc2914e76aa5e897,"Bitcoin Up or Down - October 10, 5AM ET",13456.68628099999,BUY,,5,0.9149475184641639,98.59649122807016,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x67ebe6df2ebb84f64868f47c2209a0d30c4c7ed0,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,64153.338116,BUY,,5,1.0,99.7223324077747,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x20e580ba04deababea32218dddeb8f296c66082a,0xa84414bb974f9f7a1ce7d4f70c293ae5aed95b54224447d11d48fb46712808fc,Ravens vs. Chiefs,10269.277456,BUY,,5,1.0,94.62857142857143,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xf661b3e6edea56a8d8d8bc1e3ffd16d98836d170,0x18e184fc519edb8f6c535f8ce830b3feba0188d39d3c6b672ffaad08ca03b5bc,Will Luxembourg win on 2025-10-10?,12722.704614000002,BUY,,5,1.0,97.10144927536231,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x5d6b3b3e4b80a10747a4b56e1d5c4dbd14bd62fa,0xb111b143bfa93b717a0ec5ccd54dd6463ecce94abcc6ed19808b2a83e1bf00ab,"Bitcoin Up or Down - October 17, 9:30AM-9:45AM ET",10037.5,BUY,,5,1.0,98.63945578231292,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xdd0a22a520624502c92c8b5138ad70669ca2c642,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,23022.714431,BUY,,5,1.0,99.30882814954445,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xa262453724a5678a71e81c4e358c495236a4c93a,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,11394.857141999999,BUY,,5,1.0,97.80081683945963,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x264cffcf483cf3531fd535cc47380cb51acc8250,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,44999.10586000001,BUY,,5,1.0,99.40499801666004,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xf6a38fc58e286da790b51da3ad3f0f95ee69ddfa,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,10298.8908,BUY,,5,1.0,97.81832606108686,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xd2e8a0b4c4d67622a9f0f6ec45842f8ba2bcd107,0xade856b247fe27bfda5defc469f11cc5ab5a8b485e0b1ee12784fcafef237d5c,"Bitcoin Up or Down - April 10, 5:45PM-6:00PM ET",14437.26916500002,BUY,,5,1.0,99.85714285714286,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x79f0df70e6582dbf4e0cc69c627ecbce0348964e,0xa0b02a63b2d8ae8ea060bac9fba3b4e870aca11b8db98516c23055fa69058a81,Senators vs. Blue Jackets,10642.430479999997,BUY,,5,1.0,97.42441209406495,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xbde33ac3839672f1bd3fecfc0271ad95f07c4a49,0x54e906d8f612172124f2e1c1491af3ea3f07534c2e25d3456b126a8047aff5a9,League of Legends: Invictus Gaming vs. Bilibili Gaming,118035.95359999998,BUY,,5,1.0,98.78542510121457,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xb4a8fcb01ba43a54498866c711bc69ee104a2587,0xfe8e79a100b491307f233246a10f271a4a971d2af15249f86e1c66191da457e8,LoL: Anyone's Legend vs Top Esports - Game 1 Winner,37000.539353,BUY,,5,0.8808704376966563,98.65771812080537,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x65e3b4179f3d9b3e7372cf063f1a07c6197376bd,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,13600.0,BUY,,5,1.0,97.67772511848342,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xa43d9aa71d0ecc365a96e3a5d018c23f62a7df8e,0xfe8e79a100b491307f233246a10f271a4a971d2af15249f86e1c66191da457e8,LoL: Anyone's Legend vs Top Esports - Game 1 Winner,17409.348965,BUY,,5,1.0,97.0917225950783,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x054964a95e2cb3fc2105a62a1edf3da44979c052,0xa84414bb974f9f7a1ce7d4f70c293ae5aed95b54224447d11d48fb46712808fc,Ravens vs. Chiefs,44100.0,BUY,,5,0.8437245825225256,98.05714285714285,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x12afddef5bc473db74aa37b63a1119f34572ff78,0xb511f51210607fdea5ea042eb69711e5dd5438e410ec733f1ef1a9c1c550a950,UFC 318: Phillips vs. Oliveira,41574.383434999996,BUY,,5,1.0,99.30555555555556,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x5ba2930fa044a94e14cc8b66933a4e552d54ef0f,0x60cd9d5a699098b75d5811036e11de60803550ffe0d6914025ede28ed08bef61,,11254.639072,BUY,,5,1.0,99.89241527703066,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xe8959897bbf64dbbd6112d5944a6e498bb60c3da,0x0a875cad6cd91ff8786a612d5f791fa98cb4d55015157a91b8459027e9c51708,Cubs vs. Brewers,10509.0,BUY,,5,1.0,95.93984962406014,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xd34d2111bbc4c579e3e4dbec7bc550d369dacdb4,0x0a875cad6cd91ff8786a612d5f791fa98cb4d55015157a91b8459027e9c51708,Cubs vs. Brewers,22068.132200000004,BUY,,5,1.0,96.84210526315789,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x50b1db131a24a9d9450bbd0372a95d32ea88f076,0xafa97e6dce14b63011ff346eb362ecf0f11b9aec59bf9f86b6cc76f4afd77ae1,,693277.3991869998,BUY,,5,1.0,99.88649262202043,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x1de3eb5d39e4335b425b7a278532079a8e960321,0xb511f51210607fdea5ea042eb69711e5dd5438e410ec733f1ef1a9c1c550a950,UFC 318: Phillips vs. Oliveira,22541.07,BUY,,5,1.0,98.26388888888889,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x9f7da4a4bc6bc10a173858b9ed2f3d01ad41cd1c,0xb511f51210607fdea5ea042eb69711e5dd5438e410ec733f1ef1a9c1c550a950,UFC 318: Phillips vs. Oliveira,12000.0,BUY,,5,1.0,96.52777777777779,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x876426b52898c295848f56760dd24b55eda2604a,0xb3cef91648c7026aef4051a8f49db3d57cfca20139d56196c7f142abe542c376,Kings vs. Jazz: O/U 231.5,41022.256036,BUY,,5,1.0,99.09502262443439,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x844e3f3b4fa18e68a933a02fd745970c793c4efd,0xafa97e6dce14b63011ff346eb362ecf0f11b9aec59bf9f86b6cc76f4afd77ae1,,11992.0,BUY,,5,1.0,97.04880817253121,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x3e0a8847c74b98a0d865e24ae399604ddf67b9cc,0xafa97e6dce14b63011ff346eb362ecf0f11b9aec59bf9f86b6cc76f4afd77ae1,,19980.0,BUY,,5,1.0,98.07037457434733,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xbf1084316b21ee6dde1fba0c11b80df0b312894d,0x362c61cfb577a719526b03e7596a3ef3d6d9aadf5292e2e2391c2cdf62892730,Fed increases interest rates by 25+ bps after July 2025 meeting?,10000.0,BUY,,5,1.0,99.10544347164065,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xaba21f166364944667c8ebe2450c550083b602dc,0xfe8e79a100b491307f233246a10f271a4a971d2af15249f86e1c66191da457e8,LoL: Anyone's Legend vs Top Esports - Game 1 Winner,32853.688930000004,BUY,,5,1.0,98.2102908277405,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xe2a5176417446ffeba31e73a6bfffcb7e15d391c,0x0442d5a5ecfd13a443d11b40dd3c2dad9cd0fabcf44a7e1eb82d971e03f5fa9b,Counter-Strike: Liquid vs 3DMAX (BO3) - IEM Rio Group A,12390.0,BUY,,5,1.0,98.01462904911182,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x871fdf77d7290a5ef1e099e7266289a25e585ac9,0x4ada31db645559ab39baf6a108540930bf6ccdeb155c736135ac83fe2dbad005,"US Men's Clay Court Championships, Qualification: Liam Draxl vs Alexis Galarneau",77727.986273,BUY,,5,1.0,99.57805907172997,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0xaf35976ff7f860668fc20a3aeea881e4a6e8b5ea,0x793128719e6b7177a53e789820c3bac7eed4c4a53a9eb340f44023f4a539c147,Spread: Oilers (-1.5),16018.58906,BUY,,5,1.0,96.875,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
onchain,0.9500000000000001,,1,0x1e410e12dd05725742089f7025046d65aa9c8784,0x5033ed63697fd3c396507c1ea29dbddf197c6f0b765ea631468a4357642a46a7,"Bitcoin Up or Down - February 15, 11:20AM-11:25AM ET",11624.708566999998,BUY,,5,1.0,99.94061757719716,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional,,,
